ID,Name,Dimension,Price,Type,SubType,Brand,ProductURL
I-1062,LINNMON / ADILS,100x60cm,3490,Table,study table,IKEA,https://www.ikea.com/in/en/p/linnmon-adils-table-white-s09246408/
I-1063,LINNMON / SPÄND,100x60cm,3490,Table,study table,IKEA,https://www.ikea.com/in/en/p/linnmon-spaend-desk-white-s49563866/
I-1064,VITTSJÖ,100x36cm,3990,Table,study table,IKEA,https://www.ikea.com/in/en/p/vittsjoe-laptop-table-black-brown-glass-60221353/
I-1065,ÖRFJÄLL,,3990,Table,study table,IKEA,https://www.ikea.com/in/en/p/oerfjaell-childrens-desk-chair-white-vissle-light-grey-20501888/
I-1066,TROTTEN,120x60x75cm,4000,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-underframe-for-table-top-anthracite-90491616/
I-1067,VITVAL,95x45cm,4000,Table,study table,IKEA,https://www.ikea.com/in/en/p/vitval-desk-top-white-00411412/
I-1068,TORALD / SMÄLLEN,,4480,Table,study table,IKEA,https://www.ikea.com/in/en/p/torald-smaellen-desk-and-chair-white-black-s39488575/
I-1069,LAGKAPTEN / ADILS,120x60cm,4490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-adils-desk-white-s09416759/
I-1070,LINNMON / OLOV,100x60cm,4490,Table,study table,IKEA,https://www.ikea.com/in/en/p/linnmon-olov-desk-black-brown-s39416381/
I-1071,LAGKAPTEN / SPÄND,120x60cm,4490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-spaend-desk-black-brown-white-s19563636/
I-1072,PÅHL,96x58cm,4900,Table,study table,IKEA,https://www.ikea.com/in/en/p/pahl-desk-white-turquoise-s69437476/
I-1073,PÅHL,96x58cm,4900,Table,study table,IKEA,https://www.ikea.com/in/en/p/pahl-desk-white-s19245106/
I-1074,MICKE,73x50cm,4990,Table,study table,IKEA,https://www.ikea.com/in/en/p/micke-desk-white-80354281/
I-1075,LAGKAPTEN / ADILS,140x60cm,4990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-adils-desk-white-s39417154/
I-1076,ÖVNING,54x33cm,4990,Table,study table,IKEA,https://www.ikea.com/in/en/p/oevning-trolley-white-grey-green-80517004/
I-1077,BERGLÄRKA,100x70cm,5000,Table,study table,IKEA,https://www.ikea.com/in/en/p/berglaerka-desk-top-and-shelf-turquoise-60528503/
I-1078,LAGKAPTEN / SPÄND,140x60cm,5490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-spaend-desk-white-anthracite-s09563689/
I-1079,LAGKAPTEN / OLOV,120x60cm,5490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-olov-desk-black-brown-black-s59417030/
I-1080,TROTTEN,120x60cm,5990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-white-anthracite-s89429545/
I-1081,TROTTEN,,5990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-drawer-unit-w-2-drawers-on-castors-white-20474781/
I-1082,BERGLÄRKA,120x70cm,6000,Table,study table,IKEA,https://www.ikea.com/in/en/p/berglaerka-desk-top-and-shelf-white-40531653/
I-1083,LAGKAPTEN / SPÄND,120x60cm,6490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-spaend-desk-white-s69563610/
I-1084,PÅHL,96x58cm,6900,Table,study table,IKEA,https://www.ikea.com/in/en/p/pahl-desk-with-shelf-unit-white-turquoise-s19443861/
I-1085,PÅHL,96x58cm,6900,Table,study table,IKEA,https://www.ikea.com/in/en/p/pahl-desk-with-shelf-unit-white-s29529053/
I-1086,KALLAX,111x39cm,6990,Table,study table,IKEA,https://www.ikea.com/in/en/p/kallax-desk-white-40582440/
I-1087,BOLLSIDAN,68x36cm,6990,Table,study table,IKEA,https://www.ikea.com/in/en/p/bollsidan-laptop-stand-white-60557802/
I-1088,TROTTEN,120x70cm,6990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-white-s09424943/
I-1089,TROTTEN,,6990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-drawer-unit-w-3-drawers-on-castors-white-60485099/
I-1090,LAGKAPTEN / SPÄND,140x60cm,7490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-spaend-desk-white-anthracite-s89563666/
I-1091,MICKE,142x50cm,7990,Table,study table,IKEA,https://www.ikea.com/in/en/p/micke-desk-white-40354278/
I-1092,PIPLÄRKA,80x63cm,7990,Table,study table,IKEA,https://www.ikea.com/in/en/p/piplaerka-desk-tiltable-20528500/
I-1093,HAUGA,100x45cm,7990,Table,study table,IKEA,https://www.ikea.com/in/en/p/hauga-desk-beige-30477675/
I-1094,RELATERA,90x60cm,7990,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-white-s79560084/
I-1095,PÅHL/ÖRFJÄLL,,8890,Table,study table,IKEA,https://www.ikea.com/in/en/p/pahl-oerfjaell-desk-and-chair-white-light-green-s69553461/
I-1096,MICKE/ÖRFJÄLL,,8980,Table,study table,IKEA,https://www.ikea.com/in/en/p/micke-oerfjaell-desk-and-chair-white-light-green-s89553455/
I-1097,MITTPLAN,80x60cm,8990,Table,study table,IKEA,https://www.ikea.com/in/en/p/mittplan-desk-white-50549431/
I-1098,TROTTEN,140x80cm,8990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-beige-anthracite-s69429551/
I-1099,LAGKAPTEN / MITTBACK,140x60cm,8990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-mittback-desk-white-birch-s99417194/
I-1100,MICKE,105x50cm,9990,Table,study table,IKEA,https://www.ikea.com/in/en/p/micke-desk-white-80354276/
I-1101,TROTTEN,160x80cm,9990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-white-s59429561/
I-1102,HUVUDSPELARE,140x80cm,9990,Table,study table,IKEA,https://www.ikea.com/in/en/p/huvudspelare-gaming-desk-black-70540627/
I-1103,LAGKAPTEN / ALEX,120x60cm,9990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-grey-wood-effect-s49585364/
I-1104,MALM,120x41cm,9990,Table,study table,IKEA,https://www.ikea.com/in/en/p/malm-dressing-table-white-40355409/
I-1105,KALLAX / LOBERGET,,10480,Table,study table,IKEA,https://www.ikea.com/in/en/p/kallax-loberget-desk-and-chair-white-s29555004/
I-1106,LAGKAPTEN / ALEX,120x60cm,10490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-s09416820/
I-1107,LAGKAPTEN / SPÄND,200x60cm,10490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-spaend-desk-black-brown-white-s99568531/
I-1108,LAGKAPTEN / ALEX,140x60cm,10990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-s29431928/
I-1109,TONSTAD,75x60cm,10990,Table,study table,IKEA,https://www.ikea.com/in/en/p/tonstad-desk-off-white-00538265/
I-1110,LAGKAPTEN / ALEX,140x60cm,10990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-anthracite-s39521650/
I-1111,SEGRARE,110x60cm,10990,Table,study table,IKEA,https://www.ikea.com/in/en/p/segrare-desk-sit-stand-dark-grey-70588110/
I-1112,RELATERA,117x60cm,11690,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-combination-white-light-grey-green-s89607378/
I-1113,RELATERA,90x60cm,11990,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-sit-stand-white-s29560086/
I-1114,ALEX,100x48cm,11990,Table,study table,IKEA,https://www.ikea.com/in/en/p/alex-desk-white-30473559/
I-1115,LISABO,118x45cm,11990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lisabo-desk-ash-veneer-10361746/
I-1116,RELATERA,117x60cm,11990,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-combination-white-s79560102/
I-1117,LAGKAPTEN / ALEX,200x60cm,12490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-s39607682/
I-1118,KALLAX / LINNMON,77x139x147cm,12580,Table,study table,IKEA,https://www.ikea.com/in/en/p/kallax-linnmon-desk-combination-white-s09483447/
I-1119,BERGLÄRKA,100x70cm,12990,Table,study table,IKEA,https://www.ikea.com/in/en/p/berglaerka-desk-turquoise-white-tiltable-s69488673/
I-1120,MITTZON,120x60cm,12990,Table,study table,IKEA,https://www.ikea.com/in/en/p/mittzon-desk-black-stained-ash-veneer-black-s49525855/
I-1121,RELATERA,117x60cm,12990,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-sit-stand-white-s49560085/
I-1122,SKRUVSTA,,12990,Table,study table,IKEA,https://www.ikea.com/in/en/p/skruvsta-swivel-chair-ysane-white-30402996/
I-1123,TROTTEN,120x70cm,13000,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-underframe-sit-stand-f-table-top-white-20507343/
I-1124,KALLAX / LAGKAPTEN,77x159x147cm,13580,Table,study table,IKEA,https://www.ikea.com/in/en/p/kallax-lagkapten-desk-combination-white-s89483453/
I-1125,MALM,140x65cm,13990,Table,study table,IKEA,https://www.ikea.com/in/en/p/malm-desk-white-50361754/
I-1126,UTESPELARE,160x80cm,13990,Table,study table,IKEA,https://www.ikea.com/in/en/p/utespelare-gaming-desk-black-40500350/
I-1127,FJÄLLBO,140x70cm,13990,Table,study table,IKEA,https://www.ikea.com/in/en/p/fjaellbo-desk-black-70587691/
I-1128,ALEX,132x58cm,13990,Table,study table,IKEA,https://www.ikea.com/in/en/p/alex-desk-black-brown-80483443/
I-1129,MICKE,100x142cm,14990,Table,study table,IKEA,https://www.ikea.com/in/en/p/micke-corner-workstation-white-20354284/
I-1130,BERGLÄRKA,120x70cm,14990,Table,study table,IKEA,https://www.ikea.com/in/en/p/berglaerka-desk-white-tiltable-s09488671/
I-1131,TROTTEN,120x70cm,14990,Table,study table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-sit-stand-white-s79429579/
I-1132,MITTZON,66x50cm,14990,Table,study table,IKEA,https://www.ikea.com/in/en/p/mittzon-laptop-table-with-castors-black-20515593/
I-1133,RELATERA,117x60cm,15890,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-combination-white-light-grey-green-s29607381/
I-1134,HEMNES,120x47cm,15990,Table,study table,IKEA,https://www.ikea.com/in/en/p/hemnes-desk-with-2-drawers-white-stain-light-brown-00534955/
I-1135,LAGKAPTEN / ALEX,140x60cm,16490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-grey-wood-effect-s69585396/
I-1136,RELATERA,117x60cm,16490,Table,study table,IKEA,https://www.ikea.com/in/en/p/relatera-desk-combination-sit-stand-white-light-grey-green-s19560100/
I-1137,VEBJÖRN,140x60cm,16990,Table,study table,IKEA,https://www.ikea.com/in/en/p/vebjoern-desk-beige-40460839/
I-1138,LAGKAPTEN / ALEX,140x60cm,16990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-s79431983/
I-1139,TONSTAD,140x75cm,17990,Table,study table,IKEA,https://www.ikea.com/in/en/p/tonstad-desk-off-white-70538257/
I-1140,LAGKAPTEN / ALEX,200x60cm,17990,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-black-brown-white-s49521659/
I-1141,LAGKAPTEN / ALEX,200x60cm,18490,Table,study table,IKEA,https://www.ikea.com/in/en/p/lagkapten-alex-desk-white-s39417620/
I-1142,FREDDE,185x74x146cm,22990,Table,study table,IKEA,https://www.ikea.com/in/en/p/fredde-gaming-desk-black-30361953/
I-1143,IDÅSEN,160x80cm,25490,Table,study table,IKEA,https://www.ikea.com/in/en/p/idasen-desk-brown-dark-grey-s79281040/
I-1144,RODULF,140x80cm,25990,Table,study table,IKEA,https://www.ikea.com/in/en/p/rodulf-desk-sit-stand-electric-white-s79581802/
I-1145,MITTZON,120x60cm,34990,Table,study table,IKEA,https://www.ikea.com/in/en/p/mittzon-desk-sit-stand-electric-black-stained-ash-veneer-black-s49526591/
I-1146,MITTZON,160x60cm,38990,Table,study table,IKEA,https://www.ikea.com/in/en/p/mittzon-desk-sit-stand-electric-black-stained-ash-veneer-black-s89529192/
I-1147,KNARREVIK,37x28cm,899,Table,tea table,IKEA,https://www.ikea.com/in/en/p/knarrevik-bedside-table-black-80576319/
I-1148,NODELAND,37x39cm,1290,Table,tea table,IKEA,https://www.ikea.com/in/en/p/nodeland-bedside-table-black-brown-00494370/
I-1149,LACK,55x55cm,1490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lack-side-table-white-stained-oak-effect-70431534/
I-1150,LINNMON,100x60cm,1490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/linnmon-table-top-white-00361756/
I-1151,FEJAN,50x44cm,1690,Table,tea table,IKEA,https://www.ikea.com/in/en/p/fejan-table-outdoor-grey-10531999/
I-1152,GURSKEN,39x30cm,1790,Table,tea table,IKEA,https://www.ikea.com/in/en/p/gursken-bedside-table-light-beige-90503290/
I-1153,TORALD,65x40cm,1990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/torald-desk-white-70493956/
I-1154,TROTTEN,120x70cm,1990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/trotten-table-top-white-50474789/
I-1155,TROTTEN,120x60cm,1990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/trotten-table-top-white-40487792/
I-1156,VITTSJÖ,35x65cm,1990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vittsjoe-laptop-stand-black-brown-glass-80250250/
I-1157,MELLTORP,75x75cm,1990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/melltorp-table-top-white-10365725/
I-1158,PÅHL,64x60cm,2000,Table,tea table,IKEA,https://www.ikea.com/in/en/p/pahl-desk-top-shelf-white-90519502/
I-1159,NODELAND,80x50cm,2490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/nodeland-coffee-table-medium-brown-20500407/
I-1160,MAMMUT,77x55cm,2490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/mammut-childrens-table-in-outdoor-white-70365176/
I-1161,LAGKAPTEN,120x60cm,2490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lagkapten-table-top-white-30460665/
I-1162,BJÖRKÅSEN,,2690,Table,tea table,IKEA,https://www.ikea.com/in/en/p/bjoerkasen-laptop-stand-beige-10476479/
I-1163,LACK,90x55cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lack-coffee-table-black-brown-20352987/
I-1164,VIHALS,37x37cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-bedside-table-white-60488738/
I-1165,TÄRNÖ,55x54cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/taernoe-table-outdoor-black-light-brown-stained-80165129/
I-1166,GUNDE,67x67cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/gunde-folding-table-black-70546894/
I-1167,LAGKAPTEN,140x60cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lagkapten-table-top-white-20460821/
I-1168,HAUGA,40x36cm,2990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/hauga-bedside-table-white-80488964/
I-1169,LINNMON / ADILS,100x60cm,3490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/linnmon-adils-table-white-s09246408/
I-1170,LINNMON / SPÄND,100x60cm,3490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/linnmon-spaend-desk-white-s49563866/
I-1171,SANDSBERG,110x67cm,3990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sandsberg-table-black-s09420394/
I-1172,SONGESAND,42x40cm,3990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/songesand-bedside-table-brown-90367443/
I-1173,VITTSJÖ,,3990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vittsjoe-coffee-table-black-brown-glass-00213313/
I-1174,SKRUVBY,40x32cm,3990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/skruvby-side-table-white-60532010/
I-1175,LAGKAPTEN,200x60cm,3990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lagkapten-table-top-black-brown-00488538/
I-1176,GUNDE / GUNDE,67x67cm,4388,Table,tea table,IKEA,https://www.ikea.com/in/en/p/gunde-gunde-table-and-2-folding-chairs-folding-black-black-s09564603/
I-1177,SUNDSÖ,,4490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sundsoe-table-anthracite-outdoor-60575896/
I-1178,FLISAT,83x58cm,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/flisat-childrens-table-30298419/
I-1179,SUNDSÖ,65x65cm,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sundsoe-table-dark-blue-outdoor-20582587/
I-1180,RESÖ,,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/resoe-childrens-picnic-table-light-brown-stained-50228326/
I-1181,GULLABERG,53x43x69cm,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/gullaberg-bedside-table-with-1-drawer-with-shelf-white-00561741/
I-1182,VIHALS,74x74cm,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-table-white-white-s29578519/
I-1183,STENSELE,,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-table-top-anthracite-70412899/
I-1184,STENSELE,70x70cm,4990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-table-top-anthracite-90426937/
I-1185,SANDSBERG,67x67cm,5190,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sandsberg-table-and-2-chairs-black-black-black-s69608883/
I-1186,LACK,118x78cm,5490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lack-coffee-table-black-brown-80352951/
I-1187,NORBERG,74x60cm,5990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/norberg-wall-mounted-drop-leaf-table-white-90365793/
I-1188,VIHALS,,5990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-table-white-white-s29589971/
I-1189,VIHALS,125x74cm,5990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-table-white-white-s69578517/
I-1190,BERGLÄRKA,120x70cm,6000,Table,tea table,IKEA,https://www.ikea.com/in/en/p/berglaerka-desk-top-and-shelf-white-40531653/
I-1191,ÖRSKÄR,,6990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/oerskaer-nest-of-tables-set-of-2-in-outdoor-dark-grey-80536253/
I-1192,BOLLSIDAN,68x36cm,6990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/bollsidan-laptop-stand-white-60557802/
I-1193,TROTTEN,120x70cm,6990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/trotten-desk-beige-anthracite-s89429569/
I-1194,LAGKAPTEN / KRILLE,120x60cm,6990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lagkapten-krille-desk-white-anthracite-black-s99509725/
I-1195,SANDSBERG,110x67cm,7390,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sandsberg-table-and-4-chairs-black-black-black-s49608799/
I-1196,TONSTAD,40x40x59cm,7990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/tonstad-bedside-table-off-white-60510008/
I-1197,NÄMMARÖ,108x37cm,7990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/naemmaroe-folding-table-light-brown-stained-70586700/
I-1198,DJUPÖN,,7990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/djupoen-folding-table-brown-40557068/
I-1199,HAUGA,74x74cm,7990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/hauga-table-white-birch-veneer-80579228/
I-1200,BORGEBY,,9490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/borgeby-coffee-table-black-10500356/
I-1201,MICKE,105x50cm,9990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/micke-desk-white-80354276/
I-1202,Näsinge,80x60cm,9990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/naesinge-table-dark-brown-stained-beech-veneer-90587534/
I-1203,ÅLHULT,80x74cm,9990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/alhult-table-beige-brown-20600770/
I-1204,SANDSBERG,110x67cm,10190,Table,tea table,IKEA,https://www.ikea.com/in/en/p/sandsberg-table-and-4-chairs-black-black-remmarn-dark-blue-dark-blue-s29608795/
I-1205,VIHALS / VIHALS,74x74cm,10890,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-vihals-table-and-2-chairs-white-white-green-tibbleby-grey-green-s49599436/
I-1206,STENSELE,70x70cm,11990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-table-anthracite-anthracite-s09323920/
I-1207,STENSELE,,11990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-table-anthracite-anthracite-s59288231/
I-1208,HAUGA,118x74cm,11990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/hauga-table-white-birch-veneer-70579224/
I-1209,NÄMMARÖ / ENSHOLM,,12890,Table,tea table,IKEA,https://www.ikea.com/in/en/p/naemmaroe-ensholm-table-and-2-chairs-outdoor-light-brown-stained-green-s39544741/
I-1210,VITTSJÖ,202x36x175cm,12970,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vittsjoe-shelving-unit-with-laptop-table-black-brown-glass-s19902660/
I-1211,ÅLHULT,120x80cm,12990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/alhult-table-beige-brown-60600768/
I-1212,PINNTORP,125x75cm,12990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/pinntorp-table-light-brown-stained-white-stained-10529468/
I-1213,VIHALS / VIHALS,125x74cm,13790,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-vihals-table-and-4-chairs-white-white-white-s09599513/
I-1214,VIHALS / VIHALS,,13790,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-vihals-table-and-4-chairs-white-white-white-s09599495/
I-1215,ALEX,132x58cm,13990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/alex-desk-black-blue-50590473/
I-1216,LISABO,88x78cm,13990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lisabo-table-black-ash-veneer-00563778/
I-1217,Näsinge,130x80cm,14990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/naesinge-table-dark-brown-stained-beech-veneer-10587509/
I-1218,HAUGA,168x74cm,14990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/hauga-table-white-birch-veneer-90579218/
I-1219,NORBERG / KÄTTIL,,15970,Table,tea table,IKEA,https://www.ikea.com/in/en/p/norberg-kaettil-table-and-2-chairs-white-knisa-light-grey-s99428767/
I-1220,LISABO,140x78cm,16990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lisabo-table-ash-veneer-80365717/
I-1221,PINNTORP,124x75cm,16990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/pinntorp-gateleg-table-light-brown-stained-white-stained-90529469/
I-1222,DANDERYD,130x80cm,17990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/danderyd-dining-table-white-50568735/
I-1223,DOCKSTA,,18990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/docksta-table-white-white-s79324997/
I-1224,ÅLHULT,170x80cm,18990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/alhult-table-beige-brown-50600764/
I-1225,HÄGERNÄS,35x40x4cm,19990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/haegernaes-table-and-4-chairs-antique-stain-pine-00576035/
I-1226,VIHALS,151x90cm,19990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-gateleg-table-white-70595733/
I-1227,IDÅSEN,140x70x75cm,19990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/idasen-table-brown-dark-grey-s99399595/
I-1228,VIHALS / VIHALS,180x74cm,21690,Table,tea table,IKEA,https://www.ikea.com/in/en/p/vihals-vihals-table-and-6-chairs-white-white-s99599561/
I-1229,DANDERYD,180x90cm,22990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/danderyd-dining-table-white-10568737/
I-1230,LISABO,200x78cm,22990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lisabo-table-black-ash-veneer-00563783/
I-1231,TONSTAD,150x80cm,22990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/tonstad-table-off-white-20600063/
I-1232,NORDEN,152x80cm,24990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/norden-gateleg-table-birch-80423883/
I-1233,STENSELE / ODGER,70x70cm,25890,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-odger-table-and-2-chairs-anthracite-anthracite-anthracite-s39569425/
I-1234,STENSELE / ODGER,,25890,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stensele-odger-table-and-2-chairs-anthracite-anthracite-anthracite-s79569414/
I-1235,Näsinge / BERGMUND,80x60cm,26490,Table,tea table,IKEA,https://www.ikea.com/in/en/p/naesinge-bergmund-table-and-2-chairs-white-gunnared-medium-grey-white-s69602937/
I-1236,SKOGSTA,180x101x74cm,32990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/skogsta-table-acacia-60491774/
I-1237,TONSTAD,200x85cm,34990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/tonstad-table-oak-veneer-80594059/
I-1238,NORDEN / FRÖSVI,,36950,Table,tea table,IKEA,https://www.ikea.com/in/en/p/norden-froesvi-table-and-4-chairs-birch-beech-s69568900/
I-1239,SKOGSTA,235x100cm,39990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/skogsta-dining-table-acacia-black-40419265/
I-1240,LISABO / LISABO,140x78cm,40790,Table,tea table,IKEA,https://www.ikea.com/in/en/p/lisabo-lisabo-table-and-4-chairs-black-tallmyra-black-grey-s89554916/
I-1241,NORDEN / FRÖSVI,,40950,Table,tea table,IKEA,https://www.ikea.com/in/en/p/norden-froesvi-table-and-4-chairs-white-knisa-light-grey-s69568820/
I-1242,STOCKHOLM 2025,,40990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stockholm-2025-table-oak-veneer-oak-veneer-s79606586/
I-1243,DOCKSTA / KRYLBO,,44790,Table,tea table,IKEA,https://www.ikea.com/in/en/p/docksta-krylbo-table-and-4-chairs-white-white-tonerud-dark-beige-s79568122/
I-1244,MÖRBYLÅNGA,140x85cm,49990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/moerbylanga-table-oak-veneer-brown-stained-70386249/
I-1245,MARIEDAMM,180x100cm,49990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/mariedamm-table-white-marble-effect-40603664/
I-1246,STOCKHOLM 2025,230x90cm,50990,Table,tea table,IKEA,https://www.ikea.com/in/en/p/stockholm-2025-table-oak-veneer-oak-veneer-s39606588/
I-1247,KLEPPSTAD,117x176cm,14990,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/kleppstad-wardrobe-with-sliding-doors-white-30437241/
I-1248,RAKKESTAD,117x176cm,16990,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/rakkestad-wardrobe-with-sliding-doors-black-brown-40453768/
I-1249,HAUGA,118x55x199cm,22990,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/hauga-wardrobe-with-sliding-doors-white-40456917/
I-1250,PAX / FORSAND/ÅHEIM,75x60x201cm,30036,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/pax-forsand-aheim-wardrobe-combination-white-mirror-glass-s69431177/
I-1251,PAX / FARDAL,100x60x201cm,30300,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/pax-fardal-wardrobe-combination-white-high-gloss-light-orange-s79590793/
I-1252,PAX / HASVIK,150x66x201cm,32200,Storage,wardrobe,IKEA,https://www.ikea.com/in/en/p/pax-hasvik-wardrobe-combination-white-white-s89500966/
